268;173;105;22;ayy;x
269;173;102;57;ayy;x
270;215;184;104;ayy;x
271;131;57;14;ayy;x
272;0;49;0;ayy;x
273;65;2;240;ayy2;x
274;137;69;194;ayy;x
275;5;63;15;ayy;x
276;178;12;177;ayy;x
277;5;75;180;ayy;x
278;226;223;55;ayy;x
279;25;195;168;ayy;x
280;232;50;78;ayy;x
281;153;79;228;ayy;x
282;208;59;95;ayy;x
283;52;117;69;ayy;x
284;47;141;28;ayy;x
285;6;124;141;ayy;x
286;45;166;208;ayy;x
287;49;57;213;ayy;x
288;124;67;105;ayy;x
289;135;168;219;ayy;x
290;31;135;82;ayy;x
291;145;115;168;ayy;x
292;214;162;51;ayy;x
293;70;94;244;ayy;x
294;94;220;243;ayy;x
295;189;68;226;ayy;x
296;2;57;185;ayy;x
297;25;151;36;ayy;x
298;177;132;37;ayy;x
299;89;99;21;ayy;x
300;173;201;67;ayy;x
301;101;33;178;ayy;x
302;206;112;141;ayy;x
303;176;114;92;ayy;x
304;173;153;157;ayy;x
305;0;195;10;ayy;x
306;51;171;213;ayy;x
307;47;60;213;ayy;x
308;176;142;213;ayy;x
309;144;80;66;ayy;x
310;102;14;248;ayy2;x
311;171;32;32;ayy;x
312;61;227;59;ayy;x
313;186;155;196;ayy;x
314;101;167;29;ayy;x
315;131;207;39;ayy;x
316;8;144;0;ayy;x
317;134;75;24;ayy;x
318;192;151;50;ayy;x
319;177;156;12;ayy;x
320;22;31;240;ayy2;x
321;131;174;69;ayy;x
322;90;120;136;ayy;x
323;176;39;207;ayy;x
324;163;115;35;ayy;x
325;168;208;42;ayy;x
326;254;104;216;ayy;x
327;215;193;158;ayy;x
328;170;173;43;ayy;x
329;47;30;208;ayy;x
330;114;207;135;ayy;x
331;147;45;79;ayy;x
332;166;181;5;ayy;x
333;237;162;26;ayy;x
334;177;66;97;ayy;x
335;9;30;225;ayy;x
336;51;189;158;ayy;x
337;225;139;137;ayy;x
338;177;114;47;ayy;x
339;189;157;236;ayy;x
340;120;203;121;ayy;x
341;0;116;85;ayy;x
342;231;178;144;ayy;x
343;145;193;8;ayy;x
344;27;61;68;ayy;x
345;251;141;135;ayy;x
346;104;240;6;ayy;x
347;131;135;219;ayy;x
348;93;174;191;ayy;x
349;3;128;90;ayy;x
350;48;39;158;ayy;x
351;131;75;209;ayy;x
352;189;70;212;ayy;x
353;129;221;47;ayy;x
354;10;54;50;ayy;x
355;146;44;48;ayy;x
356;89;126;61;ayy;x
357;210;195;222;ayy;x
358;88;0;244;ayy2;x
359;93;147;151;ayy;x
360;5;66;80;ayy;x
361;5;57;85;ayy;x
362;69;122;168;ayy;x
363;174;18;27;ayy;x
364;89;174;161;ayy;x
365;89;147;221;ayy;x
366;173;63;207;ayy;x
367;177;87;7;ayy;x
368;112;30;232;ayy2;x
369;129;228;115;ayy;x
370;89;138;226;ayy;x
371;157;229;10;ayy;x
372;84;49;219;ayy;x
373;125;30;244;ayy2;x
374;114;239;213;ayy;x
375;52;195;38;ayy;x
376;255;2;120;ayy;x
377;8;72;85;ayy;x
378;177;57;207;ayy;x
379;65;140;135;ayy;x
380;5;66;205;ayy;x
381;247;164;186;ayy;x
382;177;60;172;ayy;x
383;239;90;60;ayy;x
384;6;12;55;ayy;x
385;135;153;139;ayy;x
386;126;135;79;ayy;x
387;118;90;150;ayy;x
388;132;93;209;ayy;x
389;47;6;133;ayy;x
390;173;0;132;ayy;x
391;131;60;79;ayy;x
392;89;9;6;ayy;x
393;136;153;212;ayy;x
394;37;225;164;ayy;x
395;38;233;223;ayy;x
396;9;45;150;ayy;x
397;131;102;149;ayy;x
398;72;193;93;ayy;x
399;217;32;246;ayy;x
400;63;60;204;ayy;x
401;173;60;142;ayy;x
402;115;40;244;ayy2;x
403;131;150;94;ayy;x
404;222;36;158;ayy;x
405;95;172;96;ayy;x
406;169;179;69;ayy;x
407;177;117;217;ayy;x
408;98;106;235;ayy;x
409;132;153;219;ayy;x
410;232;44;45;ayy;x
411;102;25;240;ayy2;x
412;55;2;240;ayy2;x
413;10;6;236;ayy2;x
414;5;0;232;ayy2;x
415;58;0;244;ayy2;x
416;135;15;129;ayy;x
417;52;69;114;ayy;x
418;46;240;157;ayy;x
419;129;45;139;ayy;x
420;28;139;88;ayy;x
421;6;189;225;ayy;x
422;17;31;240;ayy2;x
423;47;69;208;ayy;x
424;119;213;25;ayy;x
425;132;48;161;ayy;x
426;138;232;13;ayy;x
427;174;54;62;ayy;x
428;47;93;83;ayy;x
429;94;60;51;ayy;x
430;45;36;173;ayy;x
431;45;18;78;ayy;x
432;174;148;234;ayy;x
433;3;33;45;ayy;x
434;223;59;252;ayy;x
435;206;101;60;ayy;x
436;189;123;186;ayy;x
437;3;76;186;ayy;x
438;130;112;216;ayy;x
439;30;23;244;ayy2;x
440;177;198;182;ayy;x
441;135;210;34;ayy;x
442;85;185;129;ayy;x
443;5;27;80;ayy;x
444;61;223;181;ayy;x
445;191;88;173;ayy;x
446;49;126;218;ayy;x
447;47;144;93;ayy;x
448;156;48;31;ayy;x
449;48;102;83;ayy;x
450;131;99;184;ayy;x
451;173;138;92;ayy;x
452;227;145;72;ayy;x
453;0;152;22;ayy;x
454;177;120;182;ayy;x
455;19;160;16;ayy;x
456;177;93;167;ayy;x
457;46;60;53;ayy;x
458;130;18;209;ayy;x
459;86;0;236;ayy2;x
460;171;30;172;ayy;x
461;151;157;117;ayy;x
462;135;141;179;ayy;x
463;133;129;154;ayy;x
464;91;21;136;ayy;x
465;129;24;79;ayy;x
466;129;69;9;ayy;x
467;177;123;42;ayy;x
468;93;141;221;ayy;x
469;130;198;103;ayy;x
470;246;114;234;ayy;x
471;6;45;130;ayy;x
472;50;67;152;ayy;x
473;4;159;5;ayy;x
474;255;4;40;ayy;x
475;51;162;218;ayy;x
476;114;41;51;ayy;x
477;43;129;196;ayy;x
478;10;144;65;ayy;x
479;174;144;182;ayy;x
480;105;141;56;ayy;x
481;46;99;158;ayy;x
482;173;147;192;ayy;x
483;126;138;71;ayy;x
484;89;51;176;ayy;x
485;51;93;213;ayy;x
486;240;205;108;ayy;x
487;48;57;203;ayy;x
488;6;126;45;ayy;x
489;137;43;12;ayy;x
490;102;114;76;ayy;x
491;88;63;181;ayy;x
492;144;197;93;ayy;x
493;187;172;161;ayy;x
494;125;98;158;ayy;x
495;173;72;52;ayy;x
496;114;170;16;ayy;x
497;71;112;189;ayy;x
498;90;168;186;ayy;x
499;237;111;154;ayy;x
500;93;207;161;ayy;x
501;147;91;49;ayy;x
502;87;66;136;ayy;x
503;129;48;204;ayy;x
504;45;180;76;ayy;x
505;130;114;154;ayy;x
506;116;209;15;ayy;x
507;48;195;63;ayy;x
508;170;207;212;ayy;x
509;173;177;197;ayy;x
510;55;79;94;ayy;x
511;110;14;240;ayy2;x
512;32;23;232;ayy2;x
513;92;0;240;ayy2;x
514;101;14;244;ayy2;x
515;116;14;244;ayy2;x
516;173;207;202;ayy;x
517;224;51;248;ayy;x
518;133;87;84;ayy;x
519;48;87;208;ayy;x
520;102;194;7;ayy;x
521;5;150;65;ayy;x
522;93;54;171;ayy;x
523;46;158;139;ayy;x
524;51;35;165;ayy;x
525;129;6;139;ayy;x
526;129;51;169;ayy;x
527;4;57;180;ayy;x
528;180;131;144;ayy;x
529;9;60;80;ayy;x
530;153;222;94;ayy;x
531;177;48;7;ayy;x
532;4;96;30;ayy;x
533;90;123;51;ayy;x
534;130;3;79;ayy;x
535;177;33;27;ayy;x
536;126;31;219;ayy;x
537;66;88;215;ayy;x
538;4;105;25;ayy;x
539;174;12;97;ayy;x
540;240;55;209;ayy;x
541;51;84;13;ayy;x
542;212;76;76;ayy;x
543;177;18;2;ayy;x
544;178;21;172;ayy;x
545;168;135;42;ayy;x
546;6;84;80;ayy;x
547;87;21;206;ayy;x
548;119;14;236;ayy2;x
549;178;66;52;ayy;x
550;172;102;152;ayy;x
551;9;114;210;ayy;x
552;51;144;23;ayy;x
553;78;40;240;ayy2;x
554;90;96;11;ayy;x
555;4;207;205;ayy;x
556;81;221;16;ayy;x
557;20;31;232;ayy2;x
558;206;117;62;ayy;x
559;119;222;206;ayy;x
560;50;0;232;ayy2;x
561;4;33;55;ayy;x
562;15;115;232;ayy;x
563;103;30;236;ayy2;x
564;94;30;240;ayy2;x
565;107;30;232;ayy2;x
566;173;27;172;ayy;x
567;120;14;240;ayy2;x
568;30;150;101;ayy;x
569;202;42;172;ayy;x
570;135;117;54;ayy;x
571;17;70;98;ayy;x
572;199;211;162;ayy;x
573;86;153;26;ayy;x
574;134;92;44;ayy;x
575;51;171;63;ayy;x
576;177;12;72;ayy;x
577;90;75;206;ayy;x
578;6;66;35;ayy;x
579;68;67;154;ayy;x
580;243;64;146;ayy;x
581;221;231;136;ayy;x
582;56;176;127;ayy;x
583;174;36;72;ayy;x
584;46;156;98;ayy;x
585;18;63;81;ayy;x
586;90;18;161;ayy;x
587;46;210;78;ayy;x
588;128;156;154;ayy;x
589;94;144;36;ayy;x
590;9;201;160;ayy;x
591;29;30;240;ayy3;x
592;177;201;97;ayy;x
593;57;99;15;ayy;x
594;9;15;200;ayy;x
595;172;156;132;ayy;x
596;105;212;94;ayy;x
597;247;131;169;ayy;x
598;88;111;26;ayy;x
599;48;150;183;ayy;x
600;62;103;9;ayy;x
601;62;141;158;ayy;x
602;169;195;86;ayy;x
603;119;0;248;ayy2;x
604;114;83;56;ayy;x
605;130;195;69;ayy;x
606;89;114;151;ayy;x
607;93;120;211;ayy;x
608;42;177;128;ayy;x
609;135;39;149;ayy;x
610;135;57;44;ayy;x
611;7;60;60;ayy;x
612;118;211;127;ayy;x
613;172;54;52;ayy;x
614;93;96;86;ayy;x
615;56;225;253;ayy;x
616;123;2;244;ayy2;x
617;52;102;58;ayy;x
618;94;33;11;ayy;x
619;214;84;185;ayy;x
620;90;108;176;ayy;x
621;135;99;214;ayy;x
622;132;57;69;ayy;x
623;226;153;240;ayy;x
624;88;150;131;ayy;x
625;162;122;63;ayy;x
626;132;126;179;ayy;x
627;170;27;197;ayy;x
628;187;97;123;ayy;x
629;176;87;81;ayy;x
630;246;134;243;ayy;x
631;44;117;183;ayy;x
632;178;84;147;ayy;x
633;49;198;119;ayy;x
634;2;114;55;ayy;x
635;89;31;128;ayy;x
636;250;77;140;ayy;x
637;181;80;197;ayy;x
638;174;174;187;ayy;x
639;130;153;4;ayy;x
640;255;59;120;ayy;x
641;86;201;226;ayy;x
642;180;189;77;ayy;x
643;109;39;213;ayy;x
644;40;125;141;ayy;x
645;89;183;51;ayy;x
646;171;51;77;ayy;x
647;87;63;221;ayy;x
648;93;114;181;ayy;x
649;154;129;103;ayy;x
650;90;78;171;ayy;x
651;158;239;15;ayy;x
652;206;205;188;ayy;x
653;6;57;40;ayy;x
654;82;143;163;ayy;x
655;128;42;14;ayy;x
656;181;101;15;ayy;x
657;135;54;79;ayy;x
658;251;224;216;ayy;x
659;92;225;24;ayy;x
660;94;105;186;ayy;x
661;174;156;92;ayy;x
662;174;129;52;ayy;x
663;38;150;43;ayy;x
664;113;30;236;ayy2;x
665;172;6;207;ayy;x
666;87;45;76;ayy;x
667;44;198;98;ayy;x
668;124;2;248;ayy2;x
669;90;171;151;ayy;x
670;135;177;64;ayy;x
671;93;179;168;ayy;x
672;6;210;30;ayy;x
673;2;63;40;ayy;x
674;61;0;236;ayy2;x
675;172;45;57;ayy;x
676;9;135;165;ayy;x
677;136;189;129;ayy;x
678;178;54;142;ayy;x
679;3;84;186;ayy;x
680;174;99;47;ayy;x
681;93;6;71;ayy;x
682;9;81;140;ayy;x
683;58;161;165;ayy;x
684;28;131;164;ayy;x
685;169;170;91;ayy;x
686;9;168;190;ayy;x
687;123;180;207;ayy;x
688;194;158;120;ayy;x
689;80;218;214;ayy;x
690;189;84;107;ayy;x
691;46;54;173;ayy;x
692;132;36;164;ayy;x
693;171;48;12;ayy;x
694;133;186;94;ayy;x
695;174;24;162;ayy;x
696;76;186;240;ayy;x
697;89;93;36;ayy;x
698;88;150;222;ayy;x
699;18;90;85;ayy;x
700;253;199;66;ayy;x
701;90;90;81;ayy;x
702;157;140;140;ayy;x
703;130;177;79;ayy;x
704;4;111;160;ayy;x
705;52;57;178;ayy;x
706;93;132;21;ayy;x
707;64;206;205;ayy;x
708;88;78;56;ayy;x
709;255;127;127;ayy;x
710;170;159;27;ayy;x
711;228;55;64;ayy;x
712;107;227;149;ayy;x
713;245;57;227;ayy;x
714;141;167;59;ayy;x
715;86;21;196;ayy;x
716;136;6;134;ayy;x
717;169;27;92;ayy;x
718;46;36;183;ayy;x
719;46;39;43;ayy;x
720;213;194;250;ayy;x
721;6;102;175;ayy;x
722;118;2;247;ayy2;x
723;182;129;62;ayy;x
724;135;195;159;ayy;x
725;9;165;225;ayy;x
726;0;102;186;ayy;x
727;3;206;19;ayy;x
728;80;0;232;ayy2;x
729;71;0;236;ayy2;x
730;97;233;72;ayy;x
731;33;138;159;ayy;x
732;48;117;213;ayy;x
733;91;165;67;ayy;x
734;109;14;236;ayy2;x
735;128;204;99;ayy;x
736;51;204;33;ayy;x
737;49;147;23;ayy;x
738;238;154;247;ayy;x
739;93;72;11;ayy;x
740;135;9;199;ayy;x
741;94;213;103;ayy;x
742;91;224;194;ayy;x
743;51;183;23;ayy;x
744;168;167;61;ayy;x
745;20;102;153;ayy;x
746;65;38;125;ayy;x
747;172;106;84;ayy;x
748;79;101;197;ayy;x
749;175;51;7;ayy;x
750;174;72;7;ayy;x
751;44;84;213;ayy;x
752;38;166;253;ayy;x
753;132;18;69;ayy;x
754;97;127;186;ayy;x
755;7;99;15;ayy;x
756;132;81;44;ayy;x
757;9;48;170;ayy;x
758;9;54;200;ayy;x
759;123;52;242;ayy;x
760;141;99;102;ayy;x
761;172;21;82;ayy;x
762;128;69;15;ayy;x
763;131;150;144;ayy;x
764;253;51;130;ayy;x
765;186;215;71;ayy;x
766;119;177;227;ayy;x
767;235;97;148;ayy;x
768;130;129;29;ayy;x
769;151;90;137;ayy;x
770;174;27;227;ayy;x
771;197;87;152;ayy;x
772;141;222;136;ayy;x
773;5;15;65;ayy;x
774;135;144;144;ayy;x
775;5;210;75;ayy;x
776;216;98;215;ayy;x
777;248;121;89;ayy;x
778;170;12;172;ayy;x
779;135;144;94;ayy;x
780;9;63;45;ayy;x
781;198;204;179;ayy;x
782;65;51;246;ayy;x
783;140;82;184;ayy;x
784;7;198;113;ayy;x
785;20;240;163;ayy;x
786;90;120;86;ayy;x
787;132;156;79;ayy;x
788;91;120;146;ayy;x
789;86;120;56;ayy;x
790;89;96;1;ayy;x
791;24;0;248;ayy3;x
792;91;0;226;ayy;x
793;135;135;149;ayy;x
794;136;150;80;ayy;x
795;99;139;224;ayy;x
796;168;185;249;ayy;x
797;100;30;244;ayy2;x
798;125;2;232;ayy2;x
799;94;3;6;ayy;x
800;63;229;17;ayy;x
801;49;160;10;ayy;x
802;128;9;44;ayy;x
803;89;39;161;ayy;x
804;136;108;59;ayy;x
805;27;189;104;ayy;x
806;182;91;162;ayy;x
807;221;48;144;ayy;x
808;51;83;71;ayy;x
809;5;36;180;ayy;x
810;50;203;133;ayy;x
811;6;72;170;ayy;x
812;33;23;236;ayy2;x
813;173;99;92;ayy;x
814;135;42;169;ayy;x
815;9;36;155;ayy;x
816;75;119;160;ayy;x
817;172;108;32;ayy;x
818;121;30;248;ayy2;x
819;90;153;161;ayy;x
820;231;49;1;ayy;x
821;47;159;18;ayy;x
822;93;27;131;ayy;x
823;196;193;184;ayy;x
824;204;239;115;ayy;x
825;107;0;240;ayy2;x
826;26;0;236;ayy2;x
827;14;40;248;ayy2;x
828;12;29;232;ayy2;x
829;16;32;244;ayy2;x
830;93;165;91;ayy;x
831;61;120;225;ayy;x
832;231;114;179;ayy;x
833;114;175;182;ayy;x
834;76;134;113;ayy;x
835;133;48;134;ayy;x
836;7;198;130;ayy;x
837;135;195;54;ayy;x
838;136;81;19;ayy;x
839;42;0;240;ayy2;x
840;203;238;23;ayy;x
841;78;43;28;ayy;x
842;0;123;40;ayy;x
843;50;126;68;ayy;x
844;49;150;88;ayy;x
845;238;175;244;ayy;x
846;6;9;195;ayy;x
847;129;175;48;ayy;x
848;175;165;97;ayy;x
849;177;66;202;ayy;x
850;203;169;181;ayy;x
851;177;189;132;ayy;x
852;5;156;145;ayy;x
853;130;105;159;ayy;x
854;85;36;16;ayy;x
855;165;229;167;ayy;x
856;105;192;0;ayy;x
857;48;60;63;ayy;x
858;6;54;75;ayy;x
859;101;59;97;ayy;x
860;172;171;7;ayy;x
861;135;162;189;ayy;x
862;111;126;215;ayy;x
863;176;198;172;ayy;x
864;126;39;189;ayy;x
865;127;6;24;ayy;x
866;130;41;216;ayy;x
867;89;96;56;ayy;x
868;116;32;236;ayy2;x
869;90;60;76;ayy;x
870;56;49;188;ayy;x
871;5;159;60;ayy;x
872;50;214;113;ayy;x
873;51;18;73;ayy;x
874;209;89;243;ayy;x
875;223;38;233;ayy;x
876;7;183;0;ayy;x
877;0;207;25;ayy;x
878;49;69;68;ayy;x
879;90;105;211;ayy;x
880;2;86;141;ayy;x
881;130;42;184;ayy;x
882;84;9;21;ayy;x
883;177;165;62;ayy;x
884;18;48;21;ayy;x
885;216;118;229;ayy;x
886;136;111;24;ayy;x
887;93;12;1;ayy;x
888;9;174;220;ayy;x
889;211;180;47;ayy;x
890;244;227;141;ayy;x
891;197;170;182;ayy;x
892;173;139;238;ayy;x
893;34;2;236;ayy2;x
894;119;206;98;ayy;x
895;102;4;236;ayy2;x
896;48;0;244;ayy2;x
897;49;0;248;ayy2;x
898;46;0;236;ayy2;x
899;98;14;232;ayy2;x
900;78;232;75;ayy;x
901;49;186;128;ayy;x
902;44;45;180;ayy;x
903;46;57;138;ayy;x
904;135;108;209;ayy;x
905;168;126;47;ayy;x
906;200;112;195;ayy;x
907;189;183;130;ayy;x
908;122;14;248;ayy2;x
909;84;27;66;ayy;x
910;72;90;248;ayy;x
911;103;4;240;ayy2;x
912;8;6;140;ayy;x
913;127;57;189;ayy;x
914;134;111;219;ayy;x
915;5;177;155;ayy;x
916;6;24;70;ayy;x
917;7;27;90;ayy;x
918;167;143;51;ayy;x
919;9;168;85;ayy;x
920;87;236;127;ayy;x
921;50;201;208;ayy;x
922;91;153;216;ayy;x
923;48;198;28;ayy;x
924;9;192;5;ayy;x
925;29;141;32;ayy;x
926;176;183;42;ayy;x
927;136;196;183;ayy;x
928;47;201;38;ayy;x
929;133;138;99;ayy;x
930;44;99;138;ayy;x
931;5;112;26;ayy;x
932;168;204;152;ayy;x
933;84;36;61;ayy;x
934;121;71;249;ayy;x
935;62;83;194;ayy;x
936;132;15;154;ayy;x
937;42;183;8;ayy;x
938;27;23;232;ayy2;x
939;154;82;12;ayy;x
940;52;161;244;ayy;x
941;90;135;216;ayy;x
942;169;60;62;ayy;x
943;89;129;176;ayy;x
944;9;108;180;ayy;x
945;220;51;153;ayy;x
946;176;65;220;ayy;x
947;21;63;140;ayy;x
948;181;86;151;ayy;x
949;3;89;237;ayy;x
950;133;192;129;ayy;x
951;168;33;67;ayy;x
952;170;93;137;ayy;x
953;255;28;40;ayy;x
954;48;12;68;ayy;x
955;174;54;167;ayy;x
956;254;210;237;ayy;x
957;11;56;45;ayy;x
958;144;233;246;ayy;x
959;90;135;66;ayy;x
960;91;162;211;ayy;x
961;6;39;95;ayy;x
962;117;14;248;ayy2;x
963;6;0;95;ayy;x
964;105;14;240;ayy2;x
965;127;204;149;ayy;x
966;173;102;207;ayy;x
967;233;223;243;ayy;x
968;47;84;133;ayy;x
969;170;60;167;ayy;x
970;181;102;84;ayy;x
971;143;79;195;ayy;x
972;5;81;60;ayy;x
973;174;6;67;ayy;x
974;52;60;93;ayy;x
975;85;214;128;ayy;x
976;169;141;132;ayy;x
977;178;36;152;ayy;x
978;89;0;56;ayy;x
979;230;203;10;ayy;x
980;10;39;25;ayy;x
981;45;226;83;ayy;x
982;136;6;84;ayy;x
983;150;147;249;ayy;x
984;128;189;224;ayy;x
985;84;14;236;ayy3;x
986;168;153;87;ayy;x
987;201;223;221;ayy;x
988;93;126;141;ayy;x
989;174;21;197;ayy;x
